UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Nonresident Undergraduates,Percent of Bachelor Degrees American Indian or Alaska Native Men,Percent of Bachelor Degrees American Indian or Alaska Native Total,Percent of Bachelor Degrees American Indian or Alaska Native Women,Percent of Bachelor Degrees Asian Men,Percent of Bachelor Degrees Asian Total,Percent of Bachelor Degrees Asian Women,Percent of Bachelor Degrees Black or African American Men,Percent of Bachelor Degrees Black or African American Total,Percent of Bachelor Degrees Black or African American Women,Percent of Bachelor Degrees Latino Men,Percent of Bachelor Degrees Latino Total,Percent of Bachelor Degrees Latina Women,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Men,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Total,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Women,Percent of Bachelor Degrees Women,Percent of Bachelor Degrees Men,Percent of Bachelor Degrees White Total,Percent of Bachelor Degrees White Men,Percent of Bachelor Degrees White Women,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Median Earnings of Students Working and Not Enrolled 10 Years After Entry,Median Debt for Dependent Students,Median Debt for Independent Students,Percent of Part-Time Undergraduates,"Average In-State Tuition for First-Time, Full-Time Undergraduates","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates",Number of Undergraduates Enrolled
142957,0.0,0.0,0.0,17.0,0.0,0.0,50.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.2,7500.0,7500.0,,,,3.0
143233,,,,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143552,0.0,0.0,0.0,51.0,2.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9833.0,14334.0,0.7755,,,9667.0,6015.0,600.0,21.0
143978,0.0,7.0,3.0,20.0,37.0,0.0,27.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9125.0,14739.0,,11328.0,11328.0,,,,23.0
144166,0.0,2.0,3.0,34.0,51.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3500.0,6775.0,0.5549,11520.0,14430.0,3588.0,4887.0,3628.0,2458.0
145354,0.0,8.0,0.0,4.0,0.0,0.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.6984,5664.0,5664.0,4500.0,4761.0,,12.0
145424,1.0,3.0,0.0,17.0,23.0,1.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.5833,,,6944.0,3173.0,,21.0
145433,0.0,5.0,3.0,12.0,38.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8415.0,7917.0,0.5313,,,8398.0,4678.0,,46.0
145725,0.0,4.0,17.0,4.0,19.0,0.0,38.0,3.0,56.0,0.001613,0.001613,0.0,0.096774,0.166129,0.069355,0.03871,0.059677,0.020968,0.106452,0.15,0.043548,0.0,0.0,0.0,0.332258,0.667742,0.395161,0.291935,0.103226,0.470968,0.004839,0.0,0.001613,0.0,0.030645,47921.5,18619.0,25000.0,0.0558,48555.0,48555.0,6578.0,6323.0,36215.0,2716.0
146205,1.0,0.0,1.0,9.0,2.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,2925.0,3279.0,0.4017,5640.0,6660.0,2625.0,5103.0,3487.0,1268.0
146454,0.0,2.0,0.0,0.0,13.0,0.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8389.0,9500.0,0.0,,,6033.0,4457.0,,48.0
146816,2.0,4.0,0.0,52.0,19.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,14250.0,19000.0,0.5109,12000.0,12000.0,3216.0,3385.0,2356.0,176.0
147013,0.0,6.0,1.0,12.0,6.0,0.0,60.0,6.0,3.0,0.0,0.002381,0.002381,0.007143,0.007143,0.0,0.05,0.107143,0.057143,0.014286,0.038095,0.02381,0.0,0.0,0.0,0.571429,0.428571,0.680952,0.269048,0.411905,0.040476,0.004762,0.078571,0.078571,0.130952,0.309524,47921.5,17500.0,16357.0,0.155,31700.0,31700.0,7857.0,3085.0,16674.0,1257.0
147031,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147660,0.0,3.0,4.0,5.0,15.0,0.0,64.0,6.0,0.0,0.0,0.001577,0.001577,0.01735,0.031546,0.014196,0.011041,0.026814,0.015773,0.070978,0.176656,0.105678,0.0,0.001577,0.001577,0.599369,0.400631,0.671924,0.264984,0.40694,0.07571,0.003155,0.096215,0.059937,0.037855,0.246057,47921.5,18743.0,25000.0,0.0159,42026.0,42026.0,7832.0,1643.0,25703.0,2352.0
147679,0.0,3.0,10.0,9.0,32.0,0.0,36.0,11.0,3.0,0.0,0.0,0.0,0.023981,0.081535,0.057554,0.035971,0.074341,0.038369,0.067146,0.278177,0.211031,0.004796,0.004796,0.0,0.652278,0.347722,0.41247,0.146283,0.266187,0.079137,0.0,0.069544,0.016787,0.2494,0.280576,47921.5,19000.0,20416.0,0.0859,32380.0,32380.0,5857.0,5217.0,14983.0,1699.0
147703,0.0,4.0,6.0,20.0,22.0,0.0,46.0,1.0,14.0,0.0,0.000658,0.000658,0.037171,0.071382,0.034211,0.040132,0.108553,0.068421,0.08125,0.187829,0.106579,0.000329,0.000658,0.000329,0.536842,0.463158,0.568421,0.274671,0.29375,0.073026,0.028947,0.074671,0.053289,0.172039,0.191447,47921.5,16750.0,20805.0,0.145,9608.0,9608.0,6236.0,4809.0,5696.0,9994.0
148672,0.0,2.0,2.0,3.0,15.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4500.0,6125.0,0.4112,10800.0,12060.0,4148.0,3230.0,3131.0,606.0
148885,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149231,0.0,4.0,2.0,14.0,6.0,0.0,70.0,9.0,11.0,0.000882,0.002647,0.001764,0.008822,0.025584,0.016762,0.036612,0.110278,0.073666,0.016762,0.04367,0.026908,0.001323,0.002647,0.001323,0.598588,0.401412,0.751654,0.307896,0.443758,0.10322,0.004411,0.049846,0.034848,0.221879,0.160124,47921.5,15601.0,18000.0,0.1846,8579.0,8579.0,6021.0,5717.0,4564.0,8089.0
149310,0.0,0.0,0.0,29.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.0,10350.0,10350.0,4023.0,9180.0,,231.0
149587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149639,0.0,1.0,6.0,11.0,28.0,0.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.6,0.4,0.5,0.1,0.4,0.0,0.0,1.0,0.0,0.0,0.0,47921.5,,,0.0606,27670.0,27670.0,7167.0,384.0,13545.0,75.0
150066,0.0,5.0,1.0,8.0,6.0,0.0,75.0,4.0,9.0,0.0,0.0,0.0,0.0,0.008475,0.008475,0.063559,0.09322,0.029661,0.008475,0.021186,0.012712,0.0,0.0,0.0,0.614407,0.385593,0.813559,0.283898,0.529661,0.033898,0.033898,0.110169,0.038136,0.118644,0.186441,47921.5,19475.0,24336.0,0.0618,32260.0,32260.0,6684.0,3313.0,17284.0,1063.0
150756,0.0,4.0,0.0,5.0,3.0,0.0,77.0,3.0,0.0,0.0,0.004587,0.004587,0.0,0.013761,0.013761,0.013761,0.027523,0.013761,0.0,0.036697,0.036697,0.009174,0.009174,0.0,0.591743,0.408257,0.715596,0.302752,0.412844,0.155963,0.0,0.050459,0.123853,0.0,0.077982,47921.5,,,0.0078,39400.0,39400.0,7433.0,4830.0,28551.0,996.0
150765,0.0,6.0,0.0,16.0,5.0,0.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,5900.0,0.0,,,6056.0,4889.0,,131.0
150853,1.0,7.0,1.0,21.0,6.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7389.0,0.3445,,,7988.0,5113.0,,125.0
151111,0.0,5.0,6.0,10.0,12.0,0.0,63.0,1.0,11.0,0.000223,0.00089,0.000668,0.022029,0.056965,0.034935,0.029818,0.094348,0.06453,0.022252,0.075211,0.05296,0.000445,0.000445,0.0,0.619048,0.380952,0.687138,0.264352,0.422786,0.070538,0.057855,0.044949,0.024032,0.216956,0.149755,47921.5,12798.0,18240.0,0.1549,8883.0,30940.0,6290.0,5062.0,4758.0,15922.0
151263,0.0,4.0,3.0,12.0,9.0,0.0,62.0,3.0,4.0,0.0,0.001086,0.001086,0.0076,0.026059,0.018458,0.02823,0.080347,0.052117,0.017372,0.038002,0.02063,0.0,0.0,0.0,0.634093,0.365907,0.638436,0.208469,0.429967,0.029316,0.015201,0.046688,0.016287,0.208469,0.263844,47921.5,18400.0,21728.0,0.0732,31972.0,31972.0,7373.0,5131.0,18568.0,3707.0
151290,1.0,5.0,3.0,16.0,5.0,0.0,53.0,27.0,11.0,0.0,0.0,0.0,0.014184,0.021277,0.007092,0.053191,0.088652,0.035461,0.028369,0.053191,0.024823,0.0,0.0,0.0,0.35461,0.64539,0.507092,0.304965,0.202128,0.29078,0.010638,0.010638,0.0,0.010638,0.244681,47921.5,9626.0,14750.0,0.0427,28356.0,28356.0,5354.0,4903.0,14763.0,1335.0
151324,0.0,4.0,2.0,15.0,6.0,0.0,71.0,1.0,7.0,0.001101,0.001652,0.000551,0.003855,0.011564,0.007709,0.047357,0.126101,0.078744,0.024229,0.049009,0.02478,0.000551,0.000551,0.0,0.550661,0.449339,0.734581,0.327093,0.407489,0.080947,0.019273,0.077643,0.095815,0.168502,0.180617,47921.5,13500.0,15500.0,0.166,9318.0,20582.0,7237.0,3075.0,3735.0,6280.0
151342,0.0,5.0,2.0,8.0,16.0,0.0,65.0,1.0,4.0,0.001328,0.002656,0.001328,0.0,0.009296,0.009296,0.022576,0.069057,0.046481,0.035857,0.112882,0.077025,0.001328,0.001328,0.0,0.671979,0.328021,0.735724,0.245684,0.49004,0.042497,0.084993,0.098274,0.018592,0.220452,0.205843,47921.5,10051.0,16549.0,0.216,7170.0,20277.0,4898.0,3238.0,2171.0,2869.0
151351,0.0,5.0,8.0,4.0,8.0,0.0,69.0,1.0,26.0,0.000646,0.001422,0.000775,0.029982,0.06061,0.030628,0.015766,0.041225,0.025459,0.032308,0.066942,0.034634,0.0,0.000129,0.000129,0.495994,0.504006,0.697467,0.355647,0.34182,0.093435,0.029077,0.044714,0.052339,0.032567,0.268157,47921.5,15726.0,15500.0,0.0307,9913.0,36932.0,8772.0,4731.0,8452.0,33160.0
151379,0.0,5.0,2.0,7.0,6.0,0.0,79.0,2.0,1.0,0.0,0.002604,0.002604,0.005208,0.009115,0.003906,0.014323,0.033854,0.019531,0.011719,0.035156,0.023438,0.002604,0.003906,0.001302,0.634115,0.365885,0.873698,0.316406,0.557292,0.063802,0.119792,0.078125,0.045573,0.092448,0.227865,47921.5,10000.0,14827.0,0.277,7170.0,20277.0,4904.0,3490.0,2972.0,2412.0
151661,0.0,4.0,2.0,21.0,12.0,0.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9500.0,11992.0,0.0,,,6917.0,3927.0,1006.0,1152.0
152099,0.0,9.0,1.0,9.0,3.0,0.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026087,0.069565,0.043478,0.008696,0.034783,0.026087,0.0,0.0,0.0,0.626087,0.373913,0.843478,0.33913,0.504348,0.034783,0.113043,0.191304,0.0,0.0,0.33913,47921.5,10000.0,14131.0,0.1259,25740.0,25740.0,5003.0,6751.0,19830.0,576.0
152451,,,,,,,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152628,0.0,0.0,2.0,0.0,0.0,0.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.381,,,5535.0,5213.0,,20.0
153144,0.0,2.0,3.0,10.0,12.0,0.0,65.0,,,0.0,0.0,0.0,0.026217,0.05618,0.029963,0.022472,0.048689,0.026217,0.029963,0.093633,0.06367,0.0,0.0,0.0,0.595506,0.404494,0.707865,0.28839,0.419476,0.101124,0.0,0.044944,0.078652,0.108614,0.172285,47921.5,22569.0,19000.0,0.0103,48472.0,48472.0,7453.0,3031.0,36021.0,1346.0
153311,0.0,4.0,2.0,7.0,11.0,0.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9500.0,0.4028,4396.0,5904.0,4344.0,3442.0,2060.0,2091.0
153320,1.0,4.0,2.0,1.0,4.0,1.0,84.0,0.0,6.0,0.0,0.0,0.0,0.0,0.044444,0.044444,0.0,0.0,0.0,0.0,0.022222,0.022222,0.0,0.0,0.0,0.6,0.4,0.866667,0.377778,0.488889,0.0,0.0,0.155556,0.0,0.0,0.2,47921.5,,,0.125,17480.0,17480.0,5624.0,6193.0,7687.0,269.0
153533,0.0,0.0,1.0,4.0,6.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9500.0,0.2447,6112.0,6464.0,5282.0,3089.0,2627.0,725.0
153658,0.0,4.0,5.0,3.0,8.0,0.0,74.0,3.0,13.0,0.000369,0.001475,0.001106,0.018624,0.040015,0.02139,0.011617,0.027107,0.01549,0.032454,0.076342,0.043887,0.000184,0.000553,0.000369,0.545086,0.454914,0.74516,0.340033,0.405126,0.083717,0.039277,0.028766,0.065831,0.075235,0.22884,47921.5,17750.0,18554.0,0.0801,8356.0,30319.0,9106.0,4564.0,10037.0,19748.0
153922,2.0,2.0,3.0,2.0,21.0,0.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9500.0,0.2531,4416.0,4824.0,4992.0,3913.0,2615.0,670.0
154013,0.0,4.0,2.0,8.0,1.0,0.0,74.0,3.0,1.0,0.00271,0.00813,0.00542,0.00542,0.00542,0.0,0.0271,0.062331,0.03523,0.00271,0.01355,0.01084,0.00542,0.00813,0.00271,0.701897,0.298103,0.813008,0.219512,0.593496,0.03794,0.01897,0.089431,0.01084,0.314363,0.295393,47921.5,17402.0,18750.0,0.2413,35540.0,35540.0,11016.0,4662.0,20522.0,1013.0
155450,2.0,6.0,0.0,5.0,8.0,0.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5365.0,10498.0,0.6224,1728.0,2528.0,4338.0,4353.0,1977.0,564.0
155496,1.0,5.0,0.0,6.0,9.0,0.0,79.0,,,0.0,0.0,0.0,0.035714,0.035714,0.0,0.0,0.035714,0.035714,0.035714,0.071429,0.035714,0.0,0.0,0.0,0.535714,0.464286,0.821429,0.357143,0.464286,0.0,0.0,0.0,0.0,0.0,0.107143,47921.5,12000.0,20000.0,0.2256,16680.0,16680.0,5290.0,3313.0,7973.0,129.0
156107,1.0,5.0,5.0,8.0,21.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7453.0,0.5076,4558.0,5470.0,6041.0,5526.0,1281.0,1434.0
156125,1.0,5.0,6.0,6.0,13.0,0.0,54.0,1.0,27.0,0.00242,0.006454,0.004034,0.032674,0.066156,0.033481,0.016942,0.04639,0.029447,0.043566,0.123033,0.079468,0.0,0.000403,0.000403,0.584106,0.415894,0.6309,0.255345,0.375555,0.125857,0.033078,0.137959,0.014925,0.153691,0.185155,47921.5,13542.0,16750.0,0.2038,6843.0,16208.0,8067.0,4817.0,4877.0,8529.0
156727,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156842,0.0,3.0,2.0,12.0,0.0,0.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9833.0,16069.0,0.3237,,,8871.0,4807.0,,153.0
156851,1.0,7.0,1.0,8.0,5.0,0.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6095.0,8848.0,0.537,4296.0,15048.0,4778.0,5130.0,1316.0,385.0
156967,0.0,5.0,2.0,35.0,1.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4584.0,7917.0,0.0,,,7229.0,5789.0,,84.0
157401,0.0,3.0,1.0,5.0,3.0,0.0,78.0,3.0,5.0,0.0,0.001259,0.001259,0.0,0.005038,0.005038,0.011965,0.051637,0.039673,0.005038,0.018262,0.013224,0.0,0.00063,0.00063,0.622166,0.377834,0.847607,0.323048,0.524559,0.080605,0.062972,0.086272,0.019521,0.118388,0.127834,47921.5,15000.0,18000.0,0.1198,8040.0,17316.0,8208.0,5804.0,8177.0,5930.0
157553,0.0,1.0,1.0,1.0,1.0,0.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,8500.0,0.3276,4296.0,15048.0,5587.0,5937.0,799.0,1236.0
157650,0.0,5.0,0.0,18.0,2.0,1.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6222.0,8189.0,0.2936,,,8897.0,4160.0,900.0,87.0
157793,1.0,6.0,1.0,20.0,6.0,0.0,56.0,31.0,0.0,0.0,0.0,0.0,0.009709,0.033981,0.024272,0.072816,0.184466,0.11165,0.029126,0.048544,0.019417,0.0,0.004854,0.004854,0.567961,0.432039,0.543689,0.242718,0.300971,0.184466,0.0,0.0,0.0,0.024272,0.73301,36041.0,10041.0,12810.0,0.3693,13500.0,13500.0,12712.0,5729.0,4812.0,1203.0
159027,0.0,0.0,0.0,41.0,0.0,0.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,9172.0,2559.0,,17.0
159717,0.0,4.0,2.0,15.0,4.0,0.0,69.0,1.0,7.0,0.0,0.004533,0.004533,0.009066,0.011786,0.00272,0.047144,0.145966,0.098821,0.009066,0.031732,0.022665,0.000907,0.001813,0.000907,0.606528,0.393472,0.690843,0.251133,0.43971,0.094288,0.124207,0.037171,0.032638,0.154125,0.191296,47921.5,11000.0,18250.0,0.1015,5147.0,13185.0,5041.0,3204.0,4650.0,4757.0
160038,1.0,4.0,1.0,27.0,6.0,0.0,57.0,1.0,2.0,0.003794,0.015933,0.01214,0.005311,0.009105,0.003794,0.069044,0.276176,0.207132,0.021244,0.070561,0.049317,0.0,0.000759,0.000759,0.721548,0.278452,0.550076,0.150986,0.39909,0.072838,0.105463,0.034143,0.0,0.285281,0.129742,47921.5,12750.0,17500.0,0.272,5180.0,15968.0,5540.0,3867.0,5162.0,5694.0
160126,0.0,0.0,0.0,97.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.5938,,,5917.0,5342.0,,8.0
160409,1.0,0.0,11.0,3.0,20.0,0.0,59.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368421,0.368421,0.0,0.0,0.0,0.0,0.0,1.0,0.631579,0.631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0187,20500.0,20500.0,,7463.0,7463.0,112.0
160649,0.0,1.0,0.0,91.0,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,6500.0,10150.0,0.344,2618.0,2618.0,5431.0,6637.0,3294.0,1256.0
161217,1.0,4.0,1.0,3.0,4.0,0.0,80.0,2.0,2.0,0.009569,0.014354,0.004785,0.0,0.009569,0.009569,0.009569,0.026316,0.016746,0.009569,0.0311,0.021531,0.002392,0.004785,0.002392,0.727273,0.272727,0.839713,0.203349,0.636364,0.117225,0.272727,0.0,0.011962,0.210526,0.095694,47921.5,9750.0,16134.0,0.5375,7350.0,18210.0,5675.0,3177.0,4089.0,1438.0
161226,1.0,4.0,1.0,2.0,4.0,0.0,86.0,22.0,0.0,0.0,0.0,0.0,0.00304,0.006079,0.00304,0.006079,0.018237,0.012158,0.009119,0.021277,0.012158,0.0,0.0,0.0,0.711246,0.288754,0.884498,0.246201,0.638298,0.06079,0.030395,0.340426,0.042553,0.091185,0.106383,47921.5,16694.0,17901.0,0.0649,8640.0,19830.0,6668.0,5786.0,4692.0,1293.0
161572,1.0,5.0,1.0,4.0,9.0,0.0,73.0,9.0,0.0,0.007194,0.014388,0.007194,0.007194,0.014388,0.007194,0.0,0.007194,0.007194,0.0,0.007194,0.007194,0.0,0.0,0.0,0.568345,0.431655,0.899281,0.410072,0.489209,0.208633,0.0,0.0,0.0,0.021583,0.0,47921.5,12081.0,2648.0,0.0,11280.0,11280.0,5695.0,3904.0,,1990.0
162122,0.0,7.0,4.0,28.0,8.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,7500.0,0.6465,5640.0,7224.0,4964.0,4663.0,1501.0,2061.0
162283,0.0,3.0,0.0,83.0,3.0,0.0,2.0,1.0,24.0,0.0,0.003012,0.003012,0.0,0.006024,0.006024,0.11747,0.762048,0.644578,0.009036,0.021084,0.012048,0.0,0.0,0.0,0.795181,0.204819,0.024096,0.01506,0.009036,0.042169,0.012048,0.033133,0.051205,0.328313,0.144578,47921.5,12750.0,18750.0,0.2294,4741.0,11266.0,5546.0,4917.0,4959.0,1353.0
163338,1.0,1.0,1.0,58.0,5.0,0.0,9.0,29.0,6.0,0.0,0.0,0.0,0.013123,0.018373,0.005249,0.249344,0.708661,0.459318,0.03937,0.068241,0.028871,0.0,0.0,0.0,0.587927,0.412073,0.104987,0.060367,0.044619,0.099738,0.0,0.015748,0.060367,0.049869,0.16273,47921.5,19628.0,21000.0,0.0806,5526.0,16145.0,6595.0,4643.0,3891.0,1619.0
163453,0.0,2.0,0.0,66.0,4.0,0.0,1.0,0.0,27.0,0.001757,0.002636,0.000879,0.005272,0.010545,0.005272,0.29174,0.789104,0.497364,0.011424,0.034271,0.022847,0.000879,0.000879,0.0,0.580844,0.419156,0.016696,0.010545,0.006151,0.148506,0.080844,0.063269,0.046573,0.043058,0.196837,47921.5,16750.0,22500.0,0.1092,5477.0,15949.0,5764.0,5643.0,4615.0,6258.0
163541,0.0,0.0,0.0,98.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5335.0,6333.0,0.9061,,,3078.0,2194.0,,180.0
163578,0.0,4.0,7.0,27.0,13.0,0.0,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.055046,0.055046,0.013761,0.266055,0.252294,0.0,0.100917,0.100917,0.0,0.0,0.0,0.963303,0.036697,0.458716,0.022936,0.43578,0.06422,0.201835,0.0,0.045872,0.504587,0.050459,47921.5,14237.0,17919.0,0.2503,38295.0,38295.0,6075.0,6260.0,24667.0,623.0
163657,0.0,4.0,4.0,64.0,17.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,8998.0,0.6536,4848.0,7296.0,4666.0,5232.0,3376.0,3145.0
164085,,,,,,,,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164447,1.0,6.0,2.0,23.0,22.0,1.0,35.0,5.0,2.0,0.0,0.0,0.0,0.007782,0.027237,0.019455,0.105058,0.214008,0.108949,0.054475,0.210117,0.155642,0.003891,0.011673,0.007782,0.63035,0.36965,0.420233,0.14786,0.272374,0.007782,0.019455,0.0,0.077821,0.412451,0.151751,47921.5,19500.0,25000.0,0.0546,39370.0,39370.0,8293.0,5184.0,26293.0,1199.0
164739,0.0,3.0,9.0,4.0,10.0,0.0,57.0,4.0,24.0,0.0,0.001026,0.001026,0.044103,0.088205,0.044103,0.012308,0.027692,0.015385,0.032821,0.061538,0.028718,0.0,0.0,0.0,0.421538,0.578462,0.612308,0.373333,0.238974,0.055385,0.122051,0.0,0.0,0.002051,0.927179,47921.5,23250.0,25750.0,0.0126,54910.0,54910.0,9381.0,3317.0,28154.0,3907.0
165167,1.0,3.0,17.0,21.0,28.0,0.0,23.0,0.0,6.0,0.0,0.003636,0.003636,0.054545,0.167273,0.112727,0.047273,0.185455,0.138182,0.050909,0.236364,0.185455,0.0,0.0,0.0,0.687273,0.312727,0.243636,0.098182,0.145455,0.0,0.0,0.12,0.0,0.076364,0.512727,47921.5,12333.0,17286.0,0.7778,16442.0,16442.0,9583.0,6113.0,1086.0,174.0
165556,0.0,1.0,1.0,13.0,16.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6583.0,10758.0,0.2882,,,7290.0,4522.0,753.0,319.0
165671,0.0,3.0,5.0,6.0,11.0,0.0,66.0,44.0,0.0,0.0,0.0,0.0,0.02445,0.061125,0.036675,0.012225,0.05379,0.041565,0.022005,0.100244,0.07824,0.0,0.002445,0.002445,0.726161,0.273839,0.709046,0.198044,0.511002,0.205379,0.036675,0.05868,0.112469,0.04401,0.176039,47921.5,23793.0,12326.0,0.028,43152.0,43152.0,8154.0,7009.0,25920.0,1745.0
166407,0.0,3.0,5.0,16.0,18.0,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,12000.0,20000.0,0.9444,25470.0,25470.0,,,,17.0
166629,0.0,4.0,12.0,5.0,9.0,0.0,60.0,8.0,24.0,0.000319,0.000638,0.000319,0.048454,0.097545,0.049091,0.019127,0.046541,0.027415,0.030284,0.071884,0.0416,0.000319,0.000478,0.000159,0.524068,0.475932,0.621932,0.297737,0.324195,0.103443,0.012113,0.005579,0.110296,0.08065,0.151259,47921.5,20750.0,18750.0,0.0715,15791.0,36316.0,7550.0,2769.0,9187.0,22539.0
166674,0.0,4.0,7.0,3.0,13.0,0.0,53.0,8.0,20.0,0.0,0.002506,0.002506,0.030075,0.097744,0.067669,0.017544,0.0401,0.022556,0.0401,0.097744,0.057644,0.005013,0.005013,0.0,0.726817,0.273183,0.646617,0.160401,0.486216,0.0,0.0,0.050125,0.0,0.0,0.0,47921.5,18500.0,19331.0,0.1137,1030.0,26630.0,11338.0,2235.0,5076.0,1556.0
167039,0.0,0.0,0.0,0.0,31.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,6902.0,4491.0,,13.0
167297,0.0,2.0,4.0,4.0,4.0,1.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,5686.0,6195.0,8121.0,141.0
167376,0.0,2.0,2.0,4.0,44.0,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,8500.0,0.6214,600.0,6384.0,3600.0,4048.0,1529.0,1337.0
167631,0.0,2.0,2.0,58.0,18.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.7208,624.0,5928.0,,4355.0,,302.0
